Temperature,Energy,Accept,Improve,Elapsed,Remaining
2500.0,4673043.513512641,   0:00:50
1252.9680840681806,4662125.333907518,1.0,1.0,   0:01:38,   0:14:42
627.9716078773951,4511518.247182993,1.0,1.0,   0:02:18,   0:09:13
314.7313529485418,4511518.247182993,0.0,0.0,   0:03:07,   0:07:17
157.73933612004828,4511518.247182993,0.0,0.0,   0:03:53,   0:05:49
79.05694150420949,4511518.247182993,0.0,0.0,   0:04:46,   0:04:46
39.622329811527855,4511518.247182993,0.0,0.0,   0:05:33,   0:03:42
19.85820586810705,4511518.247182993,0.0,0.0,   0:06:17,   0:02:42
9.95267926383743,4511518.247182993,0.0,0.0,   0:06:51,   0:01:43
4.988155787422199,4511518.247182993,0.0,0.0,   0:07:37,   0:00:51
2.5000000000000004,4511518.247182993,0.0,0.0,   0:08:22,   0:00:00
